Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P
V1	24	0	0	21	2	8	1	4	0	0	0	8	0	0	0	11
V2	6	0	0	0	12	138	62	19	2	8	72	11	4	0	0	1
V3	12	0	0	20	4	17	5	38	0	12	5	18	10	0	0	0
V4	4	0	32	17	36	1	3	7	1	13	7	0	0	0	0	0
V5	7	94	0	17	8	40	92	0	0	9	96	0	0	4	0	0
V6	217	53	0	0	22	37	51	1	12	1	14	0	0	3	27	0
V7	7	25	26	35	5	11	0	0	24	0	3	8	3	10	0	0
V8	0	6	21	30	3	0	0	0	3	2	1	0	6	0	3	2
V9	40	3	0	27	20	65	49	20	0	1	8	0	0	7	0	0
V10	0	7	108	92	17	7	7	7	21	2	12	32	4	3	0	3
V11	1	91	0	0	9	13	32	13	39	13	38	7	5	0	1	0
V12	7	9	134	127	7	23	17	0	9	0	13	0	2	17	2	5
V13	19	7	23	10	85	0	0	7	21	5	0	11	60	0	0	0
V14	18	62	62	12	11	1	0	0	90	0	0	0	0	20	0	4
V15	0	0	105	12	36	3	0	25	45	63	0	26	12	12	0	0
V16	48	105	0	11	0	18	3	49	4	37	0	27	0	0	0	0
V17	29	142	0	3	79	0	0	0	47	0	0	1	6	0	6	10
V18	26	93	84	46	0	9	16	0	0	0	6	19	0	2	7	0
V19	6	11	0	10	14	5	6	80	0	13	17	48	0	0	0	0
V20	116	90	0	3	23	4	0	11	36	46	16	7	15	0	26	1
V21	50	139	33	27	132	35	44	122	7	87	16	22	38	0	5	0
V22	31	0	5	0	3	17	51	1	0	1	6	0	0	1	4	1
V23	11	83	56	44	11	0	0	0	14	27	0	29	0	0	0	0
V24	12	2	1	0	2	126	75	0	0	6	94	0	7	1	0	0
V25	5	7	61	9	1	20	21	29	0	0	0	4	0	0	5	0
V26	5	52	0	2	20	20	13	0	21	0	9	0	0	0	0	0
V27	8	38	29	26	0	125	48	27	0	0	26	33	0	8	0	0
V28	31	0	0	0	0	19	20	113	18	0	8	66	0	0	0	0
V29	16	49	51	55	0	0	1	0	10	0	0	8	0	0	8	0
V30	55	74	91	123	3	13	29	8	2	0	9	17	8	8	0	11
V31	65	0	86	30	42	0	0	0	0	0	0	2	4	8	0	6
V32	331	105	25	138	3	0	0	0	163	0	0	0	0	0	20	18
V33	13	38	0	1	54	14	14	0	0	0	0	7	0	0	0	1
V34	24	0	324	143	8	3	18	0	0	0	21	0	8	6	0	8
V35	0	38	94	109	13	9	15	0	0	0	0	0	0	29	0	0
V36	116	12	0	0	11	0	0	34	0	0	0	15	0	0	3	0
V37	13	1	32	50	7	12	23	44	0	102	0	0	0	0	2	17
V38	12	0	8	28	71	20	38	6	0	0	0	0	0	10	3	0
V39	0	52	17	32	144	8	3	4	0	0	0	0	20	4	0	0
V40	38	18	0	2	47	20	7	0	0	0	0	11	20	0	6	4
V41	1	40	27	17	3	2	0	0	9	0	0	0	0	2	0	0
V42	0	125	16	39	43	0	6	14	22	0	0	20	10	5	0	1
V43	0	3	40	0	9	0	1	0	0	0	0	1	0	0	2	5
V44	15	0	0	0	26	7	0	0	1	2	0	0	7	0	0	2
V45	13	34	0	3	9	0	0	8	13	5	1	0	0	0	0	1
V46	3	21	101	18	11	0	0	14	9	6	0	10	0	3	2	0
V47	39	0	5	15	12	30	15	0	0	0	0	6	1	17	0	0
V48	40	1	36	83	8	0	5	36	0	48	0	0	0	0	0	11
V49	57	0	11	4	32	0	0	8	4	0	0	2	0	0	14	0
V50	7	22	3	0	10	0	0	0	1	0	0	4	7	0	0	0
V51	7	31	162	89	0	5	3	0	43	0	0	2	0	15	8	4
V52	22	11	0	15	10	0	0	5	4	26	9	0	0	2	0	0
V53	77	0	9	28	22	5	10	5	0	0	0	0	4	2	0	11
V54	5	38	37	38	51	30	7	3	44	9	0	0	1	4	8	0
V55	2	7	17	0	75	12	0	0	23	2	0	4	0	0	18	4
V56	131	0	0	1	4	0	0	61	2	13	0	10	5	0	16	0
V57	12	0	7	0	6	1	9	0	0	0	6	1	0	0	0	0
V58	52	103	0	0	23	13	55	20	66	2	14	26	0	0	0	0
V59	7	61	0	1	31	0	0	11	14	2	0	2	0	0	0	3
V60	1	0	20	0	36	21	30	19	1	0	34	0	0	0	0	0
V61	0	0	7	13	12	0	4	10	0	3	0	1	7	0	2	0
V62	81	0	0	0	69	0	15	57	18	82	77	2	12	0	8	0
V63	19	0	151	107	18	0	0	0	0	1	0	0	0	7	11	5
V64	4	61	15	35	61	0	3	12	0	3	8	0	54	0	0	0
V65	13	0	13	11	0	42	21	4	64	0	9	0	4	0	0	0
V66	158	0	0	23	0	33	6	0	0	0	2	3	0	17	7	0
V67	0	3	4	1	3	1	0	1	4	0	0	5	0	0	0	0
V68	5	99	37	61	2	44	68	0	0	13	19	2	0	16	0	4
V69	30	4	0	25	0	10	9	59	0	37	0	35	0	0	0	4
V70	15	19	9	17	10	0	0	0	0	0	0	5	0	2	0	3
V71	8	2	0	1	3	0	0	19	0	3	0	5	0	0	0	0
V72	0	66	0	4	11	0	1	37	67	41	0	12	11	5	0	0
V73	6	25	0	0	3	19	62	26	4	34	0	7	0	1	0	0
V74	11	0	0	2	0	0	0	56	1	33	0	33	0	0	0	9
V75	0	13	47	6	4	3	0	9	35	19	10	0	0	0	1	0
V76	4	5	9	25	8	81	49	13	0	21	81	0	0	10	0	15
V77	0	0	0	53	21	17	11	23	11	6	0	1	0	0	0	9
V78	35	8	46	20	87	0	0	13	12	19	0	7	25	0	1	0
V79	123	163	0	35	79	0	18	0	15	0	0	0	11	9	23	2
V80	9	3	0	20	46	18	64	4	0	0	20	10	3	0	0	8
V81	35	6	0	1	2	0	0	12	0	9	0	15	0	1	0	9
V82	1	0	13	56	17	0	0	21	3	1	0	20	12	0	0	0
V83	1	0	52	75	16	21	51	13	0	0	0	1	11	11	7	24
V84	4	0	56	0	0	0	0	7	1	10	0	0	0	0	0	3
V85	71	69	0	0	1	16	6	5	13	10	19	0	0	2	21	0
V86	41	0	0	0	60	25	34	11	0	7	0	12	14	0	6	0
V87	0	21	10	7	46	41	8	0	0	4	0	3	0	0	0	0
V88	20	20	0	10	25	3	0	13	0	2	0	16	0	0	0	0
V89	49	0	6	0	35	0	0	33	0	8	0	1	19	3	1	0
V90	121	1	0	14	0	0	0	5	0	6	0	0	0	0	0	0
V91	9	9	112	79	50	11	11	0	0	31	12	4	31	3	0	9
V92	453	8	0	0	4	15	0	0	21	0	8	6	0	0	13	0
V93	26	0	0	0	22	35	0	17	0	0	0	0	0	0	0	4
V94	43	1	0	76	0	30	0	0	0	0	24	0	0	6	6	1
V95	11	0	0	10	2	8	0	49	1	0	4	3	0	0	0	3
V96	81	36	0	27	19	0	1	0	0	0	9	0	0	0	0	13
V97	315	48	0	0	31	8	6	0	71	10	8	10	4	0	0	20
V98	3	3	14	0	0	2	0	0	0	1	31	0	0	0	0	0
V99	34	50	3	13	19	0	0	20	40	4	0	8	7	3	0	1
V100	7	34	16	0	74	44	78	7	56	7	41	0	0	11	0	0
