Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F
V1	123	148	1	0	39	74
V2	162	1	12	4	180	18
V3	49	171	343	5	35	1
V4	66	17	7	188	64	2
V5	226	34	47	71	151	94
V6	51	2	32	11	3	0
V7	39	11	107	246	0	25
V8	2	41	69	3	120	0
V9	63	10	1	13	2	55
V10	63	45	114	33	32	14
V11	201	61	281	4	11	4
V12	11	227	9	28	120	2
V13	85	43	41	37	19	27
V14	20	29	33	46	5	38
V15	30	25	248	9	30	1
V16	52	43	12	0	6	95
V17	16	15	144	0	35	77
V18	0	27	0	1	0	6
V19	7	81	6	62	153	19
V20	307	477	54	74	24	35
V21	15	40	0	61	10	68
V22	30	8	5	0	140	30
V23	19	374	66	22	36	1
V24	103	1	8	388	11	32
V25	0	15	26	10	24	44
V26	16	35	2	40	74	7
V27	34	12	83	37	8	25
V28	123	2	8	79	114	2
V29	2	20	78	15	38	0
V30	97	20	20	9	22	1
V31	10	23	3	0	0	6
V32	90	41	48	20	7	6
V33	5	7	73	53	2	44
V34	126	2	12	13	15	2
V35	10	91	3	30	0	12
V36	8	26	27	145	45	7
V37	90	8	165	2	14	10
V38	255	2	122	184	42	56
V39	28	5	169	10	48	0
V40	48	12	329	14	61	4
V41	47	56	5	131	68	40
V42	2	43	2	9	23	13
V43	47	203	82	15	17	18
V44	8	25	60	39	8	25
V45	118	153	1	24	117	85
V46	29	127	101	2	62	37
V47	1	2	38	79	165	10
V48	1	0	37	6	0	13
V49	10	20	0	0	11	66
V50	57	1	74	128	95	0
V51	35	30	180	45	7	8
V52	40	37	96	2	17	13
V53	210	176	61	18	1	30
V54	5	129	115	23	106	41
V55	16	31	11	29	5	1
V56	86	151	27	20	25	0
V57	18	22	21	80	50	44
V58	71	45	26	40	5	11
V59	128	62	0	77	0	3
V60	5	215	0	103	23	129
V61	27	67	0	19	140	71
V62	67	3	112	19	46	26
V63	50	4	5	43	4	0
V64	82	19	1	49	7	7
V65	69	123	0	151	83	4
V66	7	15	72	6	52	35
V67	60	24	104	14	103	47
V68	200	229	0	19	0	65
V69	2	18	31	5	12	16
V70	87	62	4	7	21	145
V71	20	2	95	21	11	79
V72	80	11	73	14	14	15
V73	28	27	14	47	3	99
V74	50	5	0	35	0	52
V75	39	239	14	24	13	14
V76	21	38	52	40	6	2
V77	9	42	134	129	15	4
V78	104	68	13	109	4	11
V79	6	74	234	47	50	52
V80	49	110	9	5	4	3
V81	0	38	2	11	20	131
V82	36	34	69	45	58	16
V83	3	59	31	16	11	4
V84	17	31	292	152	220	16
V85	162	13	6	17	120	2
V86	135	70	145	69	12	47
V87	189	48	63	91	19	0
V88	123	16	19	5	0	9
V89	0	2	2	36	37	1
V90	91	17	108	13	0	193
V91	2	36	0	46	57	0
V92	0	18	0	52	0	0
V93	50	75	133	42	161	79
V94	0	97	5	0	24	0
V95	173	0	1	7	246	55
V96	64	138	39	153	172	26
V97	32	0	18	15	7	8
V98	404	213	34	20	238	38
V99	83	132	69	2	8	41
V100	0	151	56	143	4	21
