NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	59.891	28.558	14.23	17.868	0.168	0.976	30000.0
2	58.173	27.561	13.483	16.877	0.164	0.98	20000.0
3	60.292	28.175	14.283	17.483	0.167	0.978	30000.0
4	60.764	29.009	14.474	18.379	0.175	0.975	40000.0
5	60.852	28.769	14.404	18.194	0.172	0.977	30000.0
6	59.538	28.275	14.095	17.589	0.165	0.977	40000.0
7	60.238	28.404	13.874	17.447	0.172	0.978	40000.0
8	61.426	29.13	14.407	17.931	0.176	0.978	20000.0
9	61.354	28.963	14.45	18.122	0.167	0.977	30000.0
10	59.285	27.838	13.925	16.833	0.169	0.98	20000.0
