Sample Names	MutationType	ID83A	ID83B	ID83C	ID83D	ID83E
X01b0848c.ae36.4ade.a3da.d297b003c99f..Panc.AdenoCA..DO51493	1:Del:C:0	0.0028954376088150113	0.0067296384419183106	0.3389071589925708	0.6500598900144593	0.0014078749422364893
X01b0848c.ae36.4ade.a3da.d297b003c99f..Panc.AdenoCA..DO51493	1:Del:C:1	0.0018782546584041491	0.029317241944541838	0.39256775603913385	0.5753715293194465	0.0008652180384737463
X01b0848c.ae36.4ade.a3da.d297b003c99f..Panc.AdenoCA..DO51493	1:Del:C:2	0.005483668248348761	0.042988605203422244	0.3161944101443107	0.634531169099951	0.0008021473039674405
X01b0848c.ae36.4ade.a3da.d297b003c99f..Panc.AdenoCA..DO51493	1:Del:C:3	0.037293874076223164	0.03245489331468825	0.34542798901350463	0.584823236160579	7.43500492806517e-09
X01b0848c.ae36.4ade.a3da.d297b003c99f..Panc.AdenoCA..DO51493	1:Del:C:4	0.17512209355305555	0.022959804541642502	0.1599939400624231	0.6419241349699227	2.6872956178578316e-08
X01b0848c.ae36.4ade.a3da.d297b003c99f..Panc.AdenoCA..DO51493	1:Del:C:5	0.49118818463358765	0.1157520511205952	0.07937292087907168	0.31199988237472454	0.0016869609920210974
X01b0848c.ae36.4ade.a3da.d297b003c99f..Panc.AdenoCA..DO51493	1:Del:T:0	0.0060933877500348585	0.023574856159365963	0.4320472871253952	0.5370294188413445	0.0012550501238594862
X01b0848c.ae36.4ade.a3da.d297b003c99f..Panc.AdenoCA..DO51493	1:Del:T:1	0.012733206572831446	0.05085401365373991	0.5162010448425949	0.4188037341343106	0.0014080007965232052
X01b0848c.ae36.4ade.a3da.d297b003c99f..Panc.AdenoCA..DO51493	1:Del:T:2	0.014829885353922635	0.014683614719776297	0.3846509404759633	0.5850879589525544	0.0007476004977833382
X01b0848c.ae36.4ade.a3da.d297b003c99f..Panc.AdenoCA..DO51493	1:Del:T:3	0.06257882853592571	0.04514837130784781	0.26359622566670826	0.6276803248499548	0.0009962496395633823
X01b0848c.ae36.4ade.a3da.d297b003c99f..Panc.AdenoCA..DO51493	1:Del:T:4	0.1824838127227361	0.032709138030192854	0.18788987322569098	0.5931697455645074	0.003747430456872772
X01b0848c.ae36.4ade.a3da.d297b003c99f..Panc.AdenoCA..DO51493	1:Del:T:5	0.7103347265150275	0.13691566632898694	3.4444551951544966e-05	0.14822192631827663	0.004493236285757195
X01b0848c.ae36.4ade.a3da.d297b003c99f..Panc.AdenoCA..DO51493	1:Ins:C:0	0.005934163278464448	0.003914096288159924	0.08147607822103779	0.43409820174576425	0.4745774604665736
X01b0848c.ae36.4ade.a3da.d297b003c99f..Panc.AdenoCA..DO51493	1:Ins:C:1	0.020929242811624643	0.058018610741873713	0.005849048188619555	0.3920710808454342	0.5231320174124479
X01b0848c.ae36.4ade.a3da.d297b003c99f..Panc.AdenoCA..DO51493	1:Ins:C:2	0.05619966001972297	0.4280869817504123	0.012796962146958546	0.13542598043775012	0.3674904156451561
X01b0848c.ae36.4ade.a3da.d297b003c99f..Panc.AdenoCA..DO51493	1:Ins:C:3	0.07635120976107528	0.30152897197577877	0.11815052422758025	0.1364376020526687	0.3675316919828971
X01b0848c.ae36.4ade.a3da.d297b003c99f..Panc.AdenoCA..DO51493	1:Ins:C:4	0.08414134807816684	0.22363991512629397	0.035298197609805966	0.2070884536132949	0.4498320855724383
X01b0848c.ae36.4ade.a3da.d297b003c99f..Panc.AdenoCA..DO51493	1:Ins:C:5	0.1377980917016255	0.531791447479623	0.2952404380390299	0.0	0.03517002277972149
X01b0848c.ae36.4ade.a3da.d297b003c99f..Panc.AdenoCA..DO51493	1:Ins:T:0	0.034624788688580675	0.7041421594798469	0.09809935916474688	0.09812771358075653	0.06500597908606885
X01b0848c.ae36.4ade.a3da.d297b003c99f..Panc.AdenoCA..DO51493	1:Ins:T:1	0.028885044453458346	0.721941678040185	0.13405610301182047	0.06420172951263325	0.05091544498190289
X01b0848c.ae36.4ade.a3da.d297b003c99f..Panc.AdenoCA..DO51493	1:Ins:T:2	0.03588156445861227	0.7970820115346483	0.11278212047918951	0.00293802529989697	0.051316278227652876
X01b0848c.ae36.4ade.a3da.d297b003c99f..Panc.AdenoCA..DO51493	1:Ins:T:3	0.026746348132217136	0.731582120138525	0.11296822860654578	0.0875265636916119	0.04117673943110028
X01b0848c.ae36.4ade.a3da.d297b003c99f..Panc.AdenoCA..DO51493	1:Ins:T:4	0.04135903977529377	0.73053707363671	0.009489385831488848	0.1923960241354863	0.026218476621020975
X01b0848c.ae36.4ade.a3da.d297b003c99f..Panc.AdenoCA..DO51493	1:Ins:T:5	0.043183800474898955	0.7677231300319383	0.046963099982516666	0.12811485168504833	0.014015117825597962
X01b0848c.ae36.4ade.a3da.d297b003c99f..Panc.AdenoCA..DO51493	2:Del:R:0	0.014907845359821419	0.01735783989720817	0.447585408634116	0.520148892708203	1.3400651461725954e-08
X01b0848c.ae36.4ade.a3da.d297b003c99f..Panc.AdenoCA..DO51493	2:Del:R:1	0.03622673047817426	0.04031061472844829	0.5165162028962671	0.40377571407128265	0.003170737825827702
X01b0848c.ae36.4ade.a3da.d297b003c99f..Panc.AdenoCA..DO51493	2:Del:R:2	0.03700555604512296	0.0369897361742396	0.5619011990991134	0.362293085055874	0.0018104236256501038
X01b0848c.ae36.4ade.a3da.d297b003c99f..Panc.AdenoCA..DO51493	2:Del:R:3	0.25834603483042434	0.011276849064171368	0.28065699911685593	0.4497198426829987	2.7430554961673806e-07
X01b0848c.ae36.4ade.a3da.d297b003c99f..Panc.AdenoCA..DO51493	2:Del:R:4	0.36637962952921865	0.013895986428728326	0.23377762321075077	0.3859456697652836	1.0910660186472621e-06
X01b0848c.ae36.4ade.a3da.d297b003c99f..Panc.AdenoCA..DO51493	2:Del:R:5	0.09473479959792676	0.0	0.7158315350528507	0.1894335401881302	1.25161092275184e-07
X01b0848c.ae36.4ade.a3da.d297b003c99f..Panc.AdenoCA..DO51493	3:Del:R:0	0.002320550444335682	0.029344222455447565	0.2035782884789883	0.763823091986505	0.0009338466347235814
X01b0848c.ae36.4ade.a3da.d297b003c99f..Panc.AdenoCA..DO51493	3:Del:R:1	0.026647786533650807	0.023091646828639137	0.6393003113043078	0.3095625785085065	0.0013976768248958823
X01b0848c.ae36.4ade.a3da.d297b003c99f..Panc.AdenoCA..DO51493	3:Del:R:2	0.028536494604032094	0.030200512521049005	0.7128898270294951	0.22567980074514069	0.002693365100283
X01b0848c.ae36.4ade.a3da.d297b003c99f..Panc.AdenoCA..DO51493	3:Del:R:3	0.038151495021989966	0.22778286758938018	0.6714019349459401	0.05038488127423344	0.012278821168456243
X01b0848c.ae36.4ade.a3da.d297b003c99f..Panc.AdenoCA..DO51493	3:Del:R:4	0.008409821823939944	0.0016038061809096416	0.7953314508499777	0.19465453231454302	3.888306297341723e-07
X01b0848c.ae36.4ade.a3da.d297b003c99f..Panc.AdenoCA..DO51493	3:Del:R:5	0.010722770333177745	0.049282041066110366	0.9398614964518479	0.00013350796578732204	1.8418307672088686e-07
X01b0848c.ae36.4ade.a3da.d297b003c99f..Panc.AdenoCA..DO51493	4:Del:R:0	0.00049453467927679	0.0067982116665289034	0.23237011786239475	0.760337059199115	7.659268453223176e-08
X01b0848c.ae36.4ade.a3da.d297b003c99f..Panc.AdenoCA..DO51493	4:Del:R:1	0.014568375475517219	0.0493314021628144	0.6138289443052044	0.32024695352306365	0.002024324533400468
X01b0848c.ae36.4ade.a3da.d297b003c99f..Panc.AdenoCA..DO51493	4:Del:R:2	0.02124083621319979	0.0029285318051531163	0.6957917822334284	0.28003837026658884	4.794816298532991e-07
X01b0848c.ae36.4ade.a3da.d297b003c99f..Panc.AdenoCA..DO51493	4:Del:R:3	0.008067807308682624	0.021285579303066546	0.4747462143164232	0.49590011320821026	2.858636174913435e-07
