NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	169.139	75.061	59.418	59.0	0.528	0.774	20000.0
2	185.669	81.595	68.225	64.144	0.548	0.741	40000.0
3	169.075	75.126	59.66	59.001	0.53	0.773	30000.0
4	168.695	74.789	59.205	59.082	0.524	0.775	40000.0
5	166.843	73.855	59.28	58.722	0.516	0.778	20000.0
6	166.711	74.212	58.795	58.532	0.517	0.779	40000.0
7	168.437	75.165	59.387	59.516	0.529	0.772	20000.0
8	184.095	81.077	67.571	63.542	0.549	0.747	30000.0
9	168.624	75.315	59.219	58.961	0.535	0.775	30000.0
10	166.077	73.471	59.155	58.361	0.516	0.779	20000.0
