MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O
1:Del:C:0	8.94E-08	6.21E-07	1.84E-07	8.02E-07	1.58E-06	3.27E-02	7.43E-07	4.06E-02	1.28E-02	1.75E-02	1.86E-02	3.36E-02	1.15E-03	7.90E-07	1.09E-02
1:Del:C:1	2.80E-46	5.59E-04	0.00E+00	0.00E+00	3.97E-03	1.11E-02	0.00E+00	2.15E-02	7.63E-03	1.56E-02	1.74E-02	2.38E-02	3.66E-03	3.43E-03	2.24E-02
1:Del:C:2	3.17E-08	0.00E+00	1.27E-04	5.13E-08	1.23E-04	0.00E+00	1.35E-04	1.75E-03	1.74E-03	1.38E-03	3.40E-04	2.62E-03	8.99E-04	1.18E-07	2.09E-03
1:Del:C:3	1.80E-04	3.90E-04	0.00E+00	1.71E-04	1.16E-03	1.40E-46	4.32E-02	7.70E-03	1.54E-03	2.61E-03	7.34E-03	1.06E-04	1.26E-01	4.84E-03	2.35E-03
1:Del:C:4	2.31E-04	1.31E-03	0.00E+00	0.00E+00	0.00E+00	3.36E-03	1.40E-06	3.15E-03	3.11E-04	3.49E-03	4.26E-04	1.17E-03	2.39E-03	1.20E-03	9.23E-03
1:Del:C:5	4.93E-08	3.05E-03	0.00E+00	7.14E-08	1.54E-03	0.00E+00	4.36E-05	1.18E-07	2.60E-03	5.24E-04	5.30E-03	2.40E-08	7.32E-03	1.43E-02	2.17E-02
1:Del:T:0	7.75E-04	1.67E-03	0.00E+00	3.46E-07	4.73E-03	3.04E-03	7.15E-04	2.09E-02	1.69E-02	3.52E-02	3.46E-07	4.21E-02	1.32E-06	6.25E-04	3.43E-03
1:Del:T:1	6.47E-08	9.39E-08	3.52E-04	1.25E-02	8.49E-03	6.51E-03	1.76E-03	3.10E-03	1.39E-07	2.54E-03	9.15E-02	4.19E-03	5.32E-03	1.24E-07	2.04E-02
1:Del:T:2	1.93E-07	3.98E-04	1.64E-04	0.00E+00	1.31E-03	9.18E-03	1.16E-06	2.66E-02	1.13E-03	5.54E-02	3.76E-03	3.67E-02	4.70E-03	3.70E-03	2.01E-03
1:Del:T:3	0.00E+00	3.95E-03	0.00E+00	4.45E-04	7.33E-04	8.75E-03	2.13E-04	3.66E-02	3.23E-04	5.59E-02	4.58E-03	1.60E-02	6.93E-04	8.81E-03	8.98E-03
1:Del:T:4	8.10E-04	7.53E-03	1.40E-46	8.25E-08	2.69E-03	1.68E-02	1.40E-46	4.90E-02	0.00E+00	3.86E-03	2.37E-02	1.25E-02	1.40E-46	1.52E-02	2.23E-02
1:Del:T:5	1.12E-07	2.01E-02	8.50E-07	2.34E-07	1.35E-07	2.14E-46	1.16E-07	4.43E-02	2.17E-07	2.17E-06	5.32E-02	4.75E-06	5.95E-03	9.53E-02	3.65E-02
1:Ins:C:0	8.37E-08	1.09E-07	2.99E-46	1.71E-02	2.06E-02	1.01E-07	2.16E-08	3.90E-07	2.06E-07	5.65E-02	6.72E-07	1.24E-07	2.37E-07	2.91E-03	7.65E-04
1:Ins:C:1	1.56E-08	7.93E-05	2.06E-04	2.68E-08	1.20E-04	5.21E-04	1.24E-07	1.31E-03	7.20E-04	5.21E-03	1.98E-04	5.33E-04	1.70E-03	9.92E-05	6.02E-04
1:Ins:C:2	2.72E-05	2.23E-08	1.75E-08	5.62E-05	8.15E-04	6.81E-08	3.29E-07	1.40E-46	4.93E-04	1.10E-03	8.04E-04	6.16E-07	2.50E-03	1.81E-03	1.81E-03
1:Ins:C:3	4.67E-08	2.03E-04	1.23E-07	4.61E-09	5.40E-08	7.20E-08	8.11E-08	1.80E-08	4.66E-08	7.07E-08	3.61E-08	7.80E-04	1.93E-07	7.23E-05	3.86E-04
